State,HR,BR,HRV,HRwfm,BRwfm
4,96,5,0.6,-0.01,0.23
4,96,5,0.6,0.04,0.18
4,96,5,0.6,0.03,0.2
4,96,5,0.6,-0.03,0.15
4,96,5,0.6,0.16,0.58
4,93,5,0.6,-0.03,0.55
4,93,5,0.6,0,0.56
4,93,5,0.6,0.02,0.57
4,96,5,0.6,0.02,0.57
4,96,5,0.6,0,0.58
4,96,5,0.6,0.02,0.58
4,96,5,0.6,0.08,0.58
4,96,5,0.6,0.18,0.58
4,96,5,0.6,0.1,0.58
4,96,5,0.6,0.01,0.57
4,96,5,0.6,-0.01,0.56
4,96,5,0.6,0.01,0.55
4,96,5,0.6,-0.02,0.53
4,96,5,0.6,-0.08,0.52
4,96,5,0.6,-0.1,0.49
4,96,5,0.6,-0.1,0.47
4,96,5,0.6,-0.1,0.45
4,96,5,0.6,-0.11,0.42
4,96,5,0.6,-0.09,0.4
4,93,5,0.6,0.04,0.36
4,93,5,0.6,0.07,0.34
4,93,5,0.6,0.05,0.33
4,93,5,0.6,-0.02,0.37
4,93,5,0.6,0.01,0.3
4,93,5,0.6,0.03,0.28
4,93,5,0.6,-0.04,0.39
4,93,5,0.6,0.02,0.31
4,93,5,0.6,-0.02,0.4
4,93,5,0.6,0.02,0.41
4,93,5,0.6,-0.04,0.54
4,93,5,0.6,0.03,0.43
4,93,5,0.6,-0.06,0.52
4,93,5,0.6,-0.06,0.5
4,93,5,0.6,-0.04,0.49
4,93,5,0.6,-0.05,0.53
4,93,5,0.6,-0.03,0.47
4,93,5,0.6,-0.03,0.45
4,93,5,0.6,0,0.44
4,93,5,0.6,-0.03,0.48
4,96,5,0.7,-0.06,0.06
4,96,5,0.7,-0.03,0.12
4,96,5,0.7,-0.01,0.07
4,96,5,0.7,0.04,0.08
4,96,5,0.7,0.03,0.08
4,96,5,0.7,-0.01,0.09
4,96,5,0.7,-0.06,0.1
4,96,5,0.7,-0.06,0.11
4,96,5,0.7,0,0.13
4,93,5,0.6,0.02,0.18
4,93,5,0.6,0.01,0.15
4,93,5,0.6,0.02,0.17
4,96,5,0.7,-0.05,0.05
4,93,5,0.6,-0.03,0.21
4,93,5,0.6,-0.05,0.22
4,93,5,0.6,-0.03,0.24
4,93,5,0.6,0.01,0.25
4,93,5,0.6,0.03,0.27
4,96,5,0.7,0.01,0.14
4,93,5,0.6,0,0.19
4,96,5,0.7,-0.02,-0.09
4,96,5,0.7,0.05,-0.1
4,96,5,0.7,-0.06,-0.08
4,96,5,0.7,0.07,-0.11
4,96,5,0.7,0.04,0.02
4,96,5,0.7,-0.07,-0.13
4,96,5,0.7,-0.06,-0.14
4,96,5,0.7,-0.04,-0.06
4,96,5,0.7,0,-0.12
4,96,5,0.7,0.02,-0.05
4,96,5,0.7,0.01,0.04
4,96,5,0.7,0.06,-0.03
4,96,5,0.7,0.06,-0.04
4,96,5,0.7,0.1,0.03
4,96,5,0.7,-0.03,0.01
4,96,5,0.7,0.08,0.03
4,96,5,0.7,-0.04,0
4,96,5,0.7,-0.02,-0.01
4,96,5,0.7,0.02,-0.02
4,96,5,0.7,-0.05,0.01
4,94,6,0.7,0,-0.06
4,94,6,0.7,0.03,-0.13
4,94,6,0.7,-0.02,-0.07
4,94,6,0.7,-0.02,-0.08
4,94,6,0.7,0.01,-0.09
4,94,6,0.7,0.02,-0.1
4,94,6,0.7,0.01,-0.11
4,94,6,0.7,0.02,-0.12
4,94,6,0.7,0.02,-0.14
4,94,6,0.7,-0.03,-0.08
4,94,6,0.7,-0.04,-0.15
4,94,6,0.7,-0.05,-0.15
4,94,6,0.7,-0.06,-0.16
4,94,6,0.7,-0.06,-0.16
4,94,6,0.7,-0.04,-0.16
4,94,6,0.7,0.02,-0.16
4,94,6,0.7,0.08,-0.16
4,94,6,0.7,0.09,-0.15
4,96,5,0.7,0.02,-0.15
4,94,6,0.7,-0.01,-0.14
4,94,6,0.7,-0.05,-0.07
4,87,6,0.7,-0.06,-0.08
4,87,6,0.7,-0.02,-0.1
4,87,6,0.7,0.09,-0.15
4,87,6,0.7,0.08,-0.12
4,87,6,0.7,0.12,-0.13
4,87,6,0.7,0.14,-0.14
4,94,6,0.7,-0.01,-0.06
4,87,6,0.7,0.03,-0.11
4,94,6,0.7,0.02,-0.05
4,94,6,0.7,-0.06,-0.04
4,94,6,0.7,0.01,-0.04
4,94,6,0.7,-0.03,-0.04
4,94,6,0.7,-0.06,-0.04
4,94,6,0.7,-0.01,-0.04
4,94,6,0.7,0.05,-0.04
4,94,6,0.7,0.07,-0.05
4,94,6,0.7,0.06,-0.05
4,94,6,0.7,0.03,-0.06
4,94,6,0.7,0.03,-0.05
4,87,6,0.7,0.06,-0.04
4,87,6,0.7,0.03,-0.01
4,87,6,0.7,0,-0.02
4,87,6,0.7,0.08,0
4,87,6,0.7,0.01,-0.03
4,87,6,0.7,0.05,0.02
4,87,6,0.7,0.01,0.02
4,87,6,0.7,0.09,-0.05
4,87,6,0.7,0.09,0.01
4,87,6,0.7,0.06,-0.06
4,87,6,0.7,0.01,-0.07
4,87,6,0.7,-0.02,-0.08
4,87,6,0.7,-0.11,-0.14
4,87,6,0.7,-0.13,-0.13
4,87,6,0.7,-0.13,-0.12
4,87,6,0.7,-0.06,-0.14
4,87,6,0.7,-0.07,-0.1
4,87,6,0.7,0.01,-0.15
4,87,6,0.7,-0.04,-0.09
4,87,6,0.7,-0.1,-0.12
4,87,6,0.7,0.02,0.07
4,87,6,0.7,-0.02,0.09
4,87,6,0.7,0.04,0.08
4,87,6,0.7,0.07,0.08
4,87,6,0.7,0.05,0.08
4,87,6,0.7,0.01,0.07
4,87,6,0.7,0.01,0.07
4,87,6,0.7,0.03,0.07
4,87,6,0.7,-0.02,0.07
4,87,6,0.7,-0.04,0.09
4,87,6,0.7,-0.02,0.07
4,87,6,0.7,0.01,0.03
4,87,6,0.7,0.03,0.04
4,87,6,0.7,0.01,0.04
4,87,6,0.7,-0.06,0.05
4,87,6,0.7,-0.03,0.07
4,87,6,0.7,-0.08,0.06
4,87,6,0.7,-0.02,0.06
4,87,6,0.7,0,0.06
4,87,6,0.7,-0.1,0.05
4,87,6,0.7,0.02,0.13
4,88,6,0.7,-0.02,0.1
4,88,6,0.7,0,0.11
4,87,6,0.7,0,0.11
4,87,6,0.7,0,0.11
4,87,6,0.7,0.01,0.12
4,87,6,0.7,0.03,0.12
4,87,6,0.7,0.06,0.12
4,87,6,0.7,0.05,0.13
4,88,6,0.7,-0.06,0.1
4,87,6,0.7,0,0.13
4,87,6,0.7,0.04,0.13
4,87,6,0.7,0.04,0.13
4,87,6,0.7,0,0.13
4,87,6,0.7,-0.06,0.12
4,87,6,0.7,-0.07,0.12
4,87,6,0.7,-0.04,0.11
4,87,6,0.7,-0.01,0.11
4,87,6,0.7,-0.02,0.1
4,87,6,0.7,0.01,0.13
4,88,6,0.7,-0.01,0.01
4,88,6,0.7,0.02,0.01
4,88,6,0.7,0.03,0
4,88,6,0.7,-0.04,0.02
4,88,6,0.7,0.02,-0.01
4,88,6,0.7,0.03,-0.01
4,88,6,0.7,0.02,-0.01
4,88,6,0.7,0.02,0
4,88,6,0.7,-0.07,0.02
4,88,6,0.7,0.01,0
4,88,6,0.7,-0.05,0.03
4,88,6,0.7,-0.07,0.08
4,88,6,0.7,-0.03,0.07
4,88,6,0.7,-0.08,0.03
4,88,6,0.7,0.02,0.06
4,88,6,0.7,-0.09,0.09
4,88,6,0.7,0.1,0.05
4,88,6,0.7,0.08,0.04
4,88,6,0.7,0.01,0.04
4,88,6,0.7,0.07,0.05
4,89,6,0.7,-0.06,-0.11
4,89,6,0.7,-0.12,-0.15
4,89,6,0.7,-0.09,-0.16
4,89,6,0.7,0.01,-0.16
4,89,6,0.7,0.1,-0.16
4,89,6,0.7,0.13,-0.15
4,89,6,0.7,0.07,-0.15
4,89,6,0.7,-0.02,-0.14
4,89,6,0.7,-0.07,-0.13
4,89,6,0.7,0.01,-0.1
4,89,6,0.7,0.07,-0.09
4,88,6,0.7,0.09,-0.08
4,88,6,0.7,0.06,-0.07
4,88,6,0.7,0.01,-0.06
4,88,6,0.7,-0.03,-0.05
4,88,6,0.7,-0.03,-0.04
4,88,6,0.7,-0.03,-0.03
4,88,6,0.7,-0.03,-0.03
4,88,6,0.7,-0.03,-0.02
4,88,6,0.7,-0.01,-0.02
4,89,6,0.7,-0.22,0.29
4,89,6,0.7,-0.22,1.04
4,89,6,0.7,-0.41,0.38
4,89,6,0.7,-0.35,0.48
4,89,6,0.7,-0.26,0.93
4,89,6,0.7,-0.12,0.7
4,89,6,0.7,-0.19,0.82
4,89,6,0.7,0.15,0.21
4,89,6,0.7,-0.19,0.59
4,89,6,0.7,0.43,0.13
4,89,6,0.7,-0.12,-0.05
4,89,6,0.7,0.25,0.01
4,89,6,0.7,0.01,-0.03
4,89,6,0.7,-0.12,-0.07
4,89,6,0.7,-0.05,-0.09
4,89,6,0.7,0.01,-0.1
4,89,6,0.7,0.02,-0.12
4,89,6,0.7,-0.02,-0.13
4,89,6,0.7,-0.09,-0.14
4,89,6,0.7,0.45,0.06
4,89,6,0.6,-0.41,2.19
4,89,6,0.6,-0.33,2.26
4,89,6,0.6,-0.24,2.31
4,89,6,0.6,-0.75,2.2
4,89,6,0.6,-0.6,2.34
4,89,6,0.6,-0.89,2.29
4,89,6,0.6,-0.37,2.11
4,89,6,0.6,-0.04,2.07
4,89,6,0.6,-0.31,2.34
4,89,6,0.6,-0.16,2.03
4,89,6,0.6,0.3,1.68
4,89,6,0.6,0.3,1.86
4,89,6,0.6,0.34,1.77
4,89,6,0.6,0.26,1.59
4,89,6,0.6,0.25,1.51
4,89,6,0.6,0.25,1.42
4,89,6,0.6,0.22,1.33
4,89,6,0.6,0.11,1.24
4,89,6,0.7,-0.06,1.14
4,89,6,0.6,0.12,1.95
4,89,5,0.7,0.13,-1.02
4,89,6,0.6,-0.39,-0.57
4,89,5,0.7,0.14,-1.24
4,89,5,0.7,-0.04,-0.8
4,89,5,0.7,-0.07,-1.69
4,89,5,0.7,-0.07,-1.91
4,89,5,0.7,0.13,-2.12
4,89,6,0.6,-0.88,-0.34
4,89,5,0.7,0.04,-1.47
4,89,6,0.6,-1.24,-0.11
4,89,6,0.6,1.3,1.55
4,89,6,0.6,-0.68,0.33
4,89,6,0.6,1.31,1.74
4,89,6,0.6,-1.18,0.12
4,89,6,0.6,1.02,1.35
4,89,6,0.6,0.82,1.92
4,89,6,0.6,0.62,0.94
4,89,6,0.6,0.41,0.74
4,89,6,0.6,-0.04,0.54
4,89,6,0.6,0.77,1.14
4,89,5,0.7,-0.12,-2.47
4,89,5,0.7,-0.41,-1.21
4,89,5,0.7,-0.25,-1.4
4,89,5,0.7,0,-1.6
4,89,5,0.7,0.25,-1.8
4,89,5,0.7,0.45,-2
4,89,5,0.7,0.51,-2.17
4,89,5,0.7,0.32,-2.33
4,89,5,0.7,-0.6,-2.58
4,89,5,0.7,-0.88,-2.67
4,89,5,0.7,0.48,-2.31
4,89,5,0.7,-0.63,-2.8
4,89,5,0.7,-0.33,-2.84
4,89,5,0.7,-0.13,-2.86
4,89,5,0.7,-0.01,-2.85
4,89,5,0.7,0.19,-2.81
4,89,5,0.7,0.52,-2.73
4,89,5,0.7,0.79,-2.61
4,89,5,0.7,0.78,-2.47
4,89,5,0.7,-0.87,-2.74
4,92,5,0.7,0.15,-0.22
4,92,5,0.7,-0.46,-0.21
4,92,5,0.7,-0.75,-0.2
4,92,5,0.7,-0.76,-0.18
4,92,5,0.7,0.77,-0.24
4,92,5,0.7,-0.71,-0.17
4,92,5,0.7,-0.66,-0.16
4,92,5,0.7,-0.46,-0.16
4,92,5,0.7,-0.71,-0.17
4,92,5,0.7,1.03,-0.25
4,89,5,0.7,-0.38,-1.02
4,92,5,0.7,0.51,-0.28
4,92,5,0.7,0.3,-0.29
4,92,5,0.7,0.23,-0.32
4,92,5,0.7,0.2,-0.37
4,89,5,0.7,0.19,-0.45
4,89,5,0.7,0.17,-0.56
4,89,5,0.7,0.05,-0.69
4,89,5,0.7,-0.17,-0.85
4,92,5,0.7,0.84,-0.26
4,92,5,0.7,0.16,-0.09
4,92,5,0.7,0.25,-0.04
4,92,5,0.7,0.13,0.02
4,92,5,0.7,-0.25,0.08
4,90,5,0.7,-0.03,0.28
4,90,5,0.7,-0.83,0.18
4,90,5,0.7,-0.54,0.23
4,92,5,0.7,0.09,-0.13
4,92,5,0.7,-0.68,0.13
4,92,5,0.7,0.12,-0.15
4,92,5,0.7,0.2,-0.16
4,92,5,0.7,0.27,-0.17
4,92,5,0.7,-0.06,-0.17
4,92,5,0.7,0.03,-0.17
4,92,5,0.7,0.18,-0.18
4,92,5,0.7,-0.22,-0.16
4,92,5,0.7,0.45,-0.19
4,92,5,0.7,0.42,-0.18
4,92,5,0.7,0.34,-0.18
4,92,5,0.7,0.35,-0.18
4,90,5,0.7,0.06,0.55
4,90,5,0.7,0.08,0.46
4,90,5,0.7,-0.12,0.48
4,90,5,0.7,-0.21,0.5
4,90,5,0.7,-0.2,0.52
4,90,5,0.7,-0.09,0.53
4,90,5,0.7,0.06,0.54
4,90,5,0.7,0.13,0.55
4,90,5,0.7,-0.11,0.54
4,90,5,0.7,0.3,0.44
4,90,5,0.7,-0.08,0.53
4,90,5,0.7,0.28,0.32
4,90,5,0.7,0.18,0.36
4,90,5,0.7,-0.06,0.39
4,90,5,0.7,-0.07,0.42
4,90,5,0.7,-0.19,0.54
4,90,5,0.7,0.42,0.47
4,90,5,0.7,0.42,0.5
4,90,5,0.7,0.18,0.52
4,90,5,0.7,0.18,0.45
4,89,5,0.7,0.05,0.59
4,89,5,0.7,-0.14,0.89
4,89,5,0.7,-0.41,0.85
4,89,5,0.7,-0.39,0.81
4,89,5,0.7,-0.12,0.78
4,89,5,0.7,0.23,0.73
4,89,5,0.7,0.48,0.69
4,89,5,0.7,0.51,0.65
4,89,5,0.7,0.33,0.62
4,89,5,0.7,0.22,0.93
4,89,5,0.7,-0.16,0.58
4,90,5,0.7,-0.15,0.54
4,90,5,0.7,-0.16,0.52
4,90,5,0.7,-0.3,0.5
4,90,5,0.7,-0.42,0.48
4,90,5,0.7,-0.32,0.47
4,90,5,0.7,-0.02,0.45
4,90,5,0.7,0.29,0.44
4,90,5,0.7,0.41,0.44
4,90,5,0.7,-0.21,0.56
4,89,5,0.7,0,0.87
4,89,5,0.7,-0.17,0.8
4,89,5,0.7,-0.26,0.72
4,89,5,0.7,0.16,0.93
4,89,5,0.7,0.06,0.53
4,89,5,0.7,0.29,0.44
4,89,5,0.7,0.3,0.34
4,89,5,0.7,-0.18,0.63
4,89,5,0.7,0.3,0.97
4,89,5,0.7,0.1,0.24
4,89,5,0.7,0.41,1.04
4,89,5,0.7,0.39,0.98
4,89,5,0.7,0.23,1.02
4,89,5,0.7,-0.16,1.06
4,89,5,0.7,-0.49,1.09
4,89,5,0.7,0.39,1.01
4,89,5,0.7,-0.33,1.1
4,89,5,0.7,0.02,1.09
4,89,5,0.7,0.3,1.07
4,89,5,0.7,-0.55,1.1
4,88,5,0.7,-0.23,-0.44
4,88,5,0.7,0.3,-0.48
4,88,5,0.7,0.39,-0.5
4,88,5,0.7,0.44,-0.51
4,88,5,0.7,0.43,-0.51
4,88,5,0.7,0.28,-0.5
4,88,5,0.7,0.03,-0.49
4,88,5,0.7,-0.16,-0.47
4,88,5,0.7,-0.27,-0.42
4,88,5,0.7,0.15,-0.45
4,88,5,0.7,-0.29,-0.37
4,89,5,0.7,-0.08,0.14
4,88,5,0.7,-0.1,0.05
4,88,5,0.7,-0.02,-0.04
4,88,5,0.7,0.01,-0.12
4,88,5,0.7,-0.33,-0.39
4,88,5,0.7,-0.05,-0.25
4,88,5,0.7,-0.06,-0.29
4,88,5,0.7,-0.16,-0.33
4,88,5,0.7,-0.03,-0.19
4,88,5,0.7,-0.17,0
4,86,5,0.7,0.4,-0.26
4,86,5,0.7,0.25,-0.18
4,86,5,0.7,0.07,-0.11
4,86,5,0.7,0.05,-0.06
4,86,5,0.7,0.13,-0.02
4,86,5,0.7,0.08,0.01
4,88,5,0.7,-0.13,0.02
4,88,5,0.7,-0.26,0.01
4,86,5,0.7,0.39,-0.35
4,88,5,0.7,0.02,-0.03
4,88,5,0.7,0.03,-0.11
4,88,5,0.7,-0.13,-0.16
4,88,5,0.7,-0.22,-0.2
4,88,5,0.7,-0.23,-0.25
4,88,5,0.7,-0.23,-0.29
4,88,5,0.7,-0.25,-0.33
4,88,5,0.7,-0.21,-0.38
4,88,5,0.7,-0.05,-0.42
4,88,5,0.7,0.1,-0.07
4,86,5,0.7,-0.46,-0.95
4,86,5,0.7,-0.32,-0.91
4,86,5,0.7,-0.19,-0.86
4,86,5,0.7,-0.52,-0.98
4,86,5,0.7,0.01,-0.75
4,86,5,0.7,0.11,-0.69
4,86,5,0.7,0.21,-0.62
4,86,5,0.7,-0.09,-0.81
4,86,5,0.7,-0.46,-1
4,86,5,0.7,0.29,-0.55
4,86,5,0.7,-0.25,-1
4,86,5,0.7,0.27,-0.45
4,86,5,0.7,0.18,-0.54
4,86,5,0.7,0.17,-0.64
4,86,5,0.7,0.18,-0.73
4,86,5,0.7,-0.34,-1.01
4,86,5,0.7,0,-0.88
4,86,5,0.7,-0.13,-0.94
4,86,5,0.7,-0.21,-0.98
4,86,5,0.7,0.13,-0.81
4,85,5,0.7,0.25,0.15
4,85,5,0.7,0.02,0.2
4,85,5,0.7,-0.15,0.25
4,85,5,0.7,-0.23,0.28
4,85,5,0.7,-0.24,0.29
4,85,5,0.7,-0.19,0.29
4,85,5,0.7,-0.14,0.27
4,85,5,0.7,-0.15,0.21
4,85,5,0.7,-0.17,0.16
4,85,5,0.7,-0.13,0.24
4,85,5,0.7,-0.17,0.06
4,86,5,0.7,0.34,-0.49
4,86,5,0.7,0.33,-0.42
4,86,5,0.7,0.31,-0.35
4,86,5,0.7,0.3,-0.28
4,85,5,0.7,-0.19,0.11
4,85,5,0.7,0.19,-0.14
4,85,5,0.7,0.05,-0.07
4,85,5,0.7,-0.09,0
4,86,5,0.7,0.28,-0.21
4,85,5,0.7,-0.16,-0.66
4,84,5,0.7,0.07,-0.65
4,84,5,0.7,-0.04,-0.69
4,85,5,0.7,-0.18,-0.73
4,85,5,0.7,-0.28,-0.74
4,85,5,0.7,-0.32,-0.75
4,85,5,0.7,-0.32,-0.74
4,85,5,0.7,-0.29,-0.72
4,85,5,0.7,-0.26,-0.69
4,84,5,0.7,0.09,-0.59
4,85,5,0.7,0.04,-0.6
4,85,5,0.7,0.39,-0.47
4,85,5,0.7,0.44,0.1
4,85,5,0.7,0.46,0.03
4,85,5,0.7,0.25,-0.04
4,85,5,0.7,0.28,-0.54
4,85,5,0.7,-0.17,-0.21
4,85,5,0.7,-0.01,-0.3
4,85,5,0.7,0.26,-0.39
4,85,5,0.7,-0.04,-0.12
4,84,5,0.7,-0.45,-0.34
4,84,5,0.7,0.78,-0.09
4,84,5,0.7,-0.38,-0.26
4,84,5,0.7,-0.11,-0.23
4,84,5,0.7,0.06,-0.19
4,84,5,0.7,0.13,-0.17
4,84,5,0.7,0.22,-0.14
4,84,5,0.7,0.41,-0.12
4,84,5,0.7,0.65,-0.1
4,84,5,0.7,-0.55,-0.3
4,84,5,0.7,0.64,-0.08
4,84,5,0.7,-0.14,-0.1
4,84,5,0.7,-0.32,-0.12
4,84,5,0.7,-0.27,-0.16
4,84,5,0.7,-0.13,-0.22
4,84,5,0.7,-0.07,-0.29
4,84,5,0.7,-0.07,-0.37
4,84,5,0.7,-0.05,-0.45
4,84,5,0.7,0.03,-0.53
4,84,5,0.7,0.25,-0.09
4,83,5,0.7,0.4,-0.98
4,83,5,0.7,-0.05,-0.97
4,83,5,0.7,-0.53,-0.95
4,83,5,0.7,0.8,-0.97
4,83,5,0.7,-0.91,-0.9
4,83,5,0.7,-0.62,-0.87
4,83,5,0.7,-0.25,-0.85
4,83,5,0.7,-0.87,-0.92
4,83,5,0.7,0.76,-0.93
4,83,5,0.7,0.69,-0.99
4,84,5,0.7,0.28,-0.81
4,83,5,0.7,0.6,-0.88
4,84,5,0.7,-0.01,-0.42
4,84,5,0.7,-0.05,-0.46
4,84,5,0.7,-0.23,-0.5
4,84,5,0.7,-0.19,-0.38
4,84,5,0.7,-0.43,-0.6
4,84,5,0.7,-0.33,-0.67
4,84,5,0.7,-0.07,-0.74
4,84,5,0.7,-0.39,-0.54
4,83,5,0.7,0.24,0.51
4,83,5,0.7,0.32,0.52
4,83,5,0.7,0.53,0.51
4,83,5,0.7,0.58,0.49
4,83,5,0.7,-0.67,0.12
4,83,5,0.7,0.28,0.44
4,83,5,0.7,-0.28,0.38
4,83,5,0.7,-0.78,0.31
4,83,5,0.7,-0.92,0.22
4,83,5,0.7,-0.32,0
4,83,5,0.7,0.57,-0.7
4,83,5,0.7,-0.09,-0.25
4,83,5,0.7,-0.02,-0.82
4,83,5,0.7,0.12,-0.79
4,83,5,0.7,0.33,-0.76
4,83,5,0.7,-0.12,-0.12
4,83,5,0.7,0.46,-0.56
4,83,5,0.7,0.17,-0.48
4,83,5,0.7,-0.03,-0.37
4,83,5,0.7,0.63,-0.64
4,84,5,0.7,-0.09,-1.69
4,84,5,0.7,-0.28,-1.79
4,84,5,0.7,-0.3,-1.82
4,84,5,0.7,-0.32,-1.81
4,84,5,0.7,-0.33,-1.75
4,84,5,0.7,-0.22,-1.66
4,84,5,0.7,-0.03,-1.53
4,84,5,0.7,0.07,-1.21
4,84,5,0.7,0.11,-1.02
4,84,5,0.7,0.09,-1.38
4,84,5,0.7,0.9,-0.62
4,84,5,0.7,0.44,-0.82
4,84,5,0.7,0.53,0.46
4,84,5,0.7,0.27,0.38
4,84,5,0.7,-0.42,0.27
4,83,5,0.7,0.38,0.49
4,84,5,0.7,-0.5,-0.03
4,84,5,0.7,0.4,-0.22
4,84,5,0.7,1,-0.41
4,84,5,0.7,-0.88,0.13
4,84,5,0.7,1.03,2.15
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0.72,1.82
4,84,5,0.7,1.1,2.46
4,84,5,0.7,0.01,1.12
4,84,5,0.7,0.22,-1.29
4,84,5,0.7,-0.32,-1.02
4,84,5,0.7,-1.07,-0.7
4,84,5,0.7,-1.46,-0.36
4,84,5,0.7,0.21,-1.52
4,84,5,0.7,-0.81,0.38
4,84,5,0.7,-0.35,0.75
4,84,5,0.7,-1.29,0.01
4,84,5,0.7,0.35,1.48
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0.01,0
4,84,5,0.7,0.01,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0.01,0
4,84,5,0.7,0.01,0
4,84,5,0.7,-0.01,0
4,84,5,0.7,0,0
4,84,5,0.7,-0.03,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0.01
4,84,5,0.7,0,0
4,84,5,0.7,-0.04,0.01
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0.02,0.01
4,84,5,0.7,0.04,0.01
4,84,5,0.7,0.04,0.01
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,-0.94,-0.14
4,84,5,0.7,-0.41,-0.06
4,84,5,0.7,-0.07,-0.01
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,0,0
4,84,5,0.7,-0.84,-1.74
4,84,5,0.7,-0.77,-1.76
4,84,5,0.7,-0.69,-1.75
4,84,5,0.7,-0.58,-1.73
4,84,5,0.7,-0.76,-1.7
4,84,5,0.7,-0.28,-1.64
4,84,5,0.7,-0.28,-1.58
4,84,5,0.7,-0.34,-1.52
4,84,5,0.7,-0.41,-1.69
4,84,5,0.7,-0.5,-1.64
4,84,5,0.7,-1.09,-0.26
4,84,5,0.7,0.03,-1.46
4,84,5,0.7,0.31,-1.34
4,84,5,0.7,0.71,-1.21
4,84,5,0.7,1.2,-1.06
4,84,5,0.7,1.6,-0.9
4,84,5,0.7,1.54,-0.73
4,84,5,0.7,0.76,-0.56
4,84,5,0.7,-0.39,-0.4
4,84,5,0.7,-0.2,-1.56
4,84,6,0.7,0.09,-0.51
4,84,6,0.7,0.31,-0.55
4,84,6,0.7,0.39,-0.62
4,84,6,0.7,0.42,-0.72
4,84,6,0.7,0.34,-1.09
4,84,6,0.7,0.33,-1.23
4,84,6,0.7,0.39,-0.96
4,84,6,0.7,-0.21,-0.49
4,84,6,0.7,0.42,-0.83
4,84,6,0.7,-0.35,-0.5
4,84,5,0.7,0.99,-1.25
4,84,5,0.7,-0.05,-0.6
4,84,6,0.7,-0.22,-0.54
4,84,5,0.7,0.4,-1.35
4,84,5,0.7,1.05,-1.14
4,84,5,0.7,-0.17,-1.44
4,84,5,0.7,-0.06,-0.9
4,84,5,0.7,-0.24,-0.79
4,84,5,0.7,0.52,-1.02
4,84,5,0.7,-0.11,-0.68
4,84,6,0.7,0.46,-1.41
4,84,6,0.7,0.44,-1.49
4,84,6,0.7,0.38,-1.56
4,84,6,0.7,0.31,-1.62
4,84,6,0.7,0.26,-1.68
4,84,6,0.7,0.2,-1.74
4,84,6,0.7,0.08,-1.79
4,84,6,0.7,-0.23,-1.87
4,84,6,0.7,-0.3,-1.89
4,84,6,0.7,-0.08,-1.83
4,84,6,0.7,-0.3,-1.91
4,84,6,0.7,-0.3,-1.91
4,84,6,0.7,0.28,-1.47
4,84,6,0.7,0.02,-1.58
4,84,6,0.7,-0.41,-1.67
4,84,6,0.7,0.34,-1.36
4,84,6,0.7,-0.84,-1.81
4,84,6,0.7,-0.65,-1.86
4,84,6,0.7,-0.41,-1.89
4,84,6,0.7,-0.77,-1.75
4,84,6,0.7,-0.17,-0.21
4,84,6,0.7,0.08,0.5
4,84,6,0.7,0.06,0.41
4,84,6,0.7,0.1,0.59
4,84,6,0.7,0.03,0.31
4,84,6,0.7,-0.03,0.21
4,84,6,0.7,-0.1,0.11
4,84,6,0.7,-0.13,0
4,84,6,0.7,-0.14,-0.1
4,84,6,0.7,-0.23,-0.32
4,84,6,0.7,0.17,-1.15
4,84,6,0.7,-0.28,-0.54
4,84,6,0.7,-0.24,-0.65
4,84,6,0.7,-0.18,-0.75
4,84,6,0.7,-0.1,-0.86
4,84,6,0.7,-0.03,-0.96
4,84,6,0.7,0.05,-1.06
4,84,6,0.7,0.31,-1.24
4,84,6,0.7,0.41,-1.33
4,84,6,0.7,-0.27,-0.43
4,84,6,0.7,0.02,1.18
4,84,6,0.7,-0.04,1.44
4,84,6,0.7,-0.08,1.25
4,84,6,0.7,-0.13,1.41
4,84,6,0.7,-0.24,1.32
4,84,6,0.7,-0.28,1.35
4,84,6,0.7,-0.23,1.38
